"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04670","Leukocyte transendothelial migration","94/5851","115/8662",0.000459140892667178,0.00176351842865348,0.000939151825910136,"CLDN17/CLDN8/CLDN23/MMP9/BCAR1/CLDN9/CLDN6/CLDN5/GNAI1/CLDN20/VCAM1/ROCK1/ICAM1/CTNNA3/CLDN22/CLDN3/CLDN34/CYBB/ITGAL/CLDN1/CLDN16/MSN/CLDN4/PRKCB/CTNND1/PIK3CA/CTNNA2/RAC1/CLDN25/CXCR4/NCF2/NCF4/ACTN4/MYL9/ITGB2/MAPK12/GNAI2/RAPGEF3/CTNNA1/CLDN2/RAP1B/RAC2/ITGAM/ACTN1/ARHGAP5/PTK2/PRKCG/TXK/ITGB1/PIK3R1/VAV2/PLCG2/ITGA4/PXN/CDH5/ARHGAP35/CTNNB1/PIK3R3/PIK3CD/ROCK2/GNAI3/CD99/CLDN7/MYL12B/MAPK11/VAV1/MMP2/PTK2B/CLDN10/ACTG1/VCL/PRKCA/PLCG1/VAV3/PIK3CB/PIK3R2/ACTB/CLDN15/MAPK13/MYL7/RHOA/RHOH/ITK/CXCL12/MAPK14/SIPA1/MYL10/THY1/RASSF5/VASP/CLDN18/CLDN11/CDC42/F11R",94
"hsa04724","Glutamatergic synapse","94/5851","115/8662",0.000459140892667178,0.00176351842865348,0.000939151825910136,"GRIN3A/GRIN3B/ADCY1/GNG11/SLC17A6/GNAI1/KCNJ3/GRIA3/GRIK4/GNG10/PLA2G4A/PLA2G4D/GRIN2D/PRKCB/GRM3/GNG3/DLG4/GNG8/ADCY6/GRM5/GRIA2/PLD1/ITPR3/SHANK2/GNG13/GLS2/GRM7/GNG12/GNB1/CACNA1C/ADCY4/PLCB2/ADCY2/ADCY9/GRIK1/GNAI2/PRKACA/ADCY8/PLCB4/PRKACG/DLGAP1/ITPR2/SLC17A8/PLCB3/GNB4/GNB2/ADCY7/GNB3/GNAS/GLUL/PLD2/GRIK2/CACNA1A/GRIN2A/GNG2/PRKCG/GRM4/GRM6/GRIN2B/SHANK1/ITPR1/GRM1/ADCY3/GRIA1/GRM8/GRM2/TRPC1/ADCY5/CACNA1D/SLC1A7/GNAI3/MAPK1/GNAQ/HOMER2/SHANK3/GRIK3/HOMER1/PRKCA/PPP3CB/GNB5/SLC17A7/PLCB1/HOMER3/SLC1A3/PLA2G4E/PLA2G4F/SLC1A6/GRIK5/PLA2G4C/GRIN2C/SLC1A2/GRIA4/GLS/PRKACB",94
"hsa05169","Epstein-Barr virus infection","158/5851","202/8662",0.000482216728328376,0.00183133993455046,0.000975269787630424,"IFNA16/IFNA7/GADD45G/IFNA10/E2F1/E2F2/AKT3/SNW1/TNF/HLA-E/HLA-DQB1/HLA-DQA2/HLA-DQA1/CCNE1/SAP30/HES1/ICAM1/PSMD14/IFNB1/IFNA21/MAPK8/BTK/ITGAL/CXCL10/NFKB2/IRAK1/IFNA14/IFNA5/IFNA2/IFNA8/HLA-DRB5/IFNA6/IFNA13/PIK3CA/MYC/FADD/RAC1/MDM2/CCND1/CASP8/TP53/MAP2K3/STAT3/CD247/JUN/RB1/TAB1/RBPJL/BID/B2M/MAPK12/IFNAR2/PSMD3/ENTPD8/CCNA1/HLA-F/HLA-DOA/TAP2/HLA-A/HLA-DMB/HLA-B/TAPBP/HLA-C/SAP30L/ENTPD1/MAP2K4/CD40/IKBKB/PSMD2/NEDD4/PSMC2/FCER2/VIM/SKP2/MAPK9/BLNK/PSMD4/PDIA3/RBPJ/PSMC3/SIN3A/PIK3R1/TRAF3/CHUK/OAS2/PLCG2/APAF1/MAP3K7/JAK3/POLK/TYK2/TNFAIP3/RELB/IKBKE/IRAK4/CD3D/STAT2/TRAF6/RELA/DDB2/PSMC5/NCOR2/PIK3R3/MAP2K6/GADD45A/PIK3CD/JAK1/CR2/BCL2L11/RUNX3/IRF9/PSMC4/NFKBIB/PSMC6/IRF7/LYN/MAP3K14/SYK/MAPK11/CYCS/MAVS/HLA-G/HLA-DMA/TAP1/HLA-DOB/CD19/CCNA2/MAPK10/PIK3CB/PIK3R2/RIPK1/MAPK13/CDK4/CCNE2/CCND2/FAS/IFNA4/CALR/NFKB1/PSMD1/CASP3/TBK1/OAS1/OAS3/TAB2/AKT1/EIF2AK2/BAX/MAPK14/TRAF5/CDKN1B/USP7/CD44/TLR2/AKT2/ENTPD3/PSMD11/STAT1",158
"hsa04927","Cortisol synthesis and secretion","56/5851","65/8662",0.000511910067318153,0.00192250669726151,0.00102382013463631,"CREB5/ADCY1/ATF6B/MC2R/KCNA4/NR0B1/ADCY6/CACNA1S/ITPR3/KCNK3/LDLR/AGT/CACNA1C/ADCY4/CACNA1I/MRAP/PLCB2/ADCY2/ADCY9/PRKACA/CACNA1F/ADCY8/CYP11B1/PLCB4/PRKACG/ITPR2/CREB3L1/NCEH1/PLCB3/ADCY7/GNAS/STAR/SP1/AGTR1/SCARB1/PDE8B/ITPR1/ADCY3/CREB3L2/CACNA1G/CACNA1H/ADCY5/CACNA1D/CYP11A1/GNAQ/ATF4/HSD3B2/PLCB1/NR5A1/NR4A1/HSD3B1/KCNK2/CREB3L3/ORAI1/CREB1/PRKACB",56
"hsa05210","Colorectal cancer","72/5851","86/8662",0.000538819075621924,0.00200132799516715,0.00106579597375765,"PMAIP1/GADD45G/MSH3/AKT3/TCF7L1/APPL1/DCC/MAPK8/MAP2K1/TCF7L2/EREG/EGF/PIK3CA/MYC/EGFR/RAC1/CCND1/NRAS/TP53/JUN/SMAD2/HRAS/TGFBR2/RALGDS/RAC2/SMAD4/APC2/TGFB2/MAPK9/BAD/GSK3B/PIK3R1/MAP2K2/TCF7/BRAF/POLK/APC/CTNNB1/SOS1/DDB2/RAF1/PIK3R3/AXIN2/GADD45A/PIK3CD/MTOR/BCL2L11/MAPK1/FOS/AXIN1/CYCS/MAPK10/PIK3CB/SOS2/PIK3R2/LEF1/RPS6KB2/TGFB1/BIRC5/RHOA/CASP3/TGFBR1/AKT1/SMAD3/BAX/AKT2/KRAS/RAC3/RPS6KB1/MLH1/MSH2/MSH6",72
"hsa00562","Inositol phosphate metabolism","62/5851","73/8662",0.000596775420914809,0.00219250100292614,0.00116760408439854,"PTEN/SYNJ1/MTMR6/PIK3C2G/PI4K2B/IPMK/PIP5K1C/PI4K2A/PIK3CA/PIK3CG/ITPKC/INPP5D/PLCB2/PIK3C3/PLCB4/FIG4/PIP5KL1/PI4KA/PIP5K1A/PIKFYVE/ITPKA/SYNJ2/MTMR2/PIP4K2C/PLCE1/OCRL/PLCB3/PLCH1/PIP5K1B/INPP5F/MTMR4/PLCD4/MTMR7/PLCG2/INPPL1/INPP4B/PIK3C2B/SACM1L/PIK3CD/INPP4A/INPP5B/IMPA2/MTMR3/PIP4K2A/MTMR8/ITPK1/MINPP1/PIP4K2B/INPP5A/PLCH2/PLCG1/CDIPT/PIK3CB/PLCZ1/PLCB1/TPI1/PLCD1/MTMR14/IPPK/PIK3C2A/ITPKB/INPP1",62
"hsa04930","Type II diabetes mellitus","41/5851","46/8662",0.000647175278776113,0.00235209940028308,0.00125259731376022,"IRS2/SOCS4/PDX1/TNF/HKDC1/IRS4/MAFA/MAPK8/KCNJ11/PIK3CA/SOCS3/IRS1/CACNA1C/SLC2A4/INSR/PRKCE/IKBKB/MAPK9/CACNA1A/HK1/GCK/PKM/HK3/ABCC8/PIK3R1/CACNA1G/PRKCD/CACNA1D/PIK3R3/PRKCZ/PIK3CD/MTOR/CACNA1E/MAPK1/PKLR/HK2/SLC2A2/MAPK10/PIK3CB/PIK3R2/CACNA1B",41
"hsa04929","GnRH secretion","55/5851","64/8662",0.000659165982170297,0.00237019257418681,0.00126223273181546,"TRPC4/AKT3/HCN1/KCNJ3/KCNJ9/TRPC5/MAP2K1/PRKCB/KCNJ11/PIK3CA/HCN2/CACNA1S/ITPR3/NRAS/KISS1/CACNA1C/CACNA1I/HRAS/PLCB2/GABBR2/CACNA1F/GABBR1/PLCB4/ITPR2/PLCB3/PRKCG/PIK3R1/MAP2K2/ITPR1/KCNN1/KCNN2/CACNA1G/CACNA1H/TRPC1/RAF1/CACNA1D/PIK3R3/PIK3CD/MAPK1/GNAQ/HCN3/PRKCA/KCNJ5/PIK3CB/PIK3R2/ESR2/PLCB1/ARRB2/SPP1/CGA/AKT1/ARRB1/AKT2/KRAS/KCNN3",55
"hsa04727","GABAergic synapse","74/5851","89/8662",0.000688948933165382,0.00244864421399955,0.0013040117115974,"GABRG3/GAD2/ADCY1/GABRA4/GABRG1/GNG11/GNAI1/SLC32A1/GABRQ/GABRG2/GABRA2/GNG10/PRKCB/GNG3/GABRA3/GNG8/ADCY6/CACNA1S/GABRR2/GABRP/GNG13/SLC6A12/SLC6A13/GLS2/HAP1/GNG12/GNB1/CACNA1C/ADCY4/ADCY2/ADCY9/NSF/GABBR2/GNAI2/PRKACA/CACNA1F/ADCY8/GABBR1/PRKACG/GABRA6/GABRB2/GNB4/GNB2/ADCY7/GNB3/GLUL/CACNA1A/ABAT/GNG2/PRKCG/GABRB3/GABRA5/ADCY3/GABRR1/GABRR3/ADCY5/CACNA1D/SLC6A11/GAD1/GNAI3/SRC/GABRB1/PRKCA/GABRA1/GPHN/GABRE/GNB5/CACNA1B/GABARAP/TRAK2/GABRD/GLS/PLCL1/PRKACB",74
"hsa04912","GnRH signaling pathway","77/5851","93/8662",0.000698108100224099,0.00244864421399955,0.0013040117115974,"ADCY1/CALML5/CALML3/GNRHR/PLA2G4A/MAPK8/MAP2K1/EGR1/PLA2G4D/PRKCB/MAP3K1/ADCY6/EGFR/HBEGF/CACNA1S/PLD1/ITPR3/CAMK2B/NRAS/MAP2K3/JUN/CACNA1C/ADCY4/HRAS/PLCB2/ADCY2/ADCY9/MAPK12/ELK1/PRKACA/CACNA1F/ADCY8/PLCB4/PRKACG/MAP2K4/ITPR2/PLCB3/ADCY7/MAPK9/GNAS/PLD2/CALM1/MAP2K2/ITPR1/ADCY3/MAP3K4/PRKCD/SOS1/RAF1/ADCY5/CACNA1D/MAP2K6/SRC/MAPK1/GNAQ/MAPK11/MMP2/PTK2B/PRKCA/ATF4/MAPK10/MMP14/SOS2/MAPK13/PLCB1/MAP3K3/PLA2G4E/PLA2G4F/CAMK2G/CGA/CAMK2A/MAPK14/CAMK2D/PLA2G4C/KRAS/CDC42/PRKACB",77
"hsa04666","Fc gamma R-mediated phagocytosis","80/5851","97/8662",0.000702717422360819,0.00244864421399955,0.0013040117115974,"CRK/AKT3/PLPP3/DOCK1/PLA2G4A/LIMK1/MAP2K1/PLA2G4D/PIP5K1C/PRKCB/ARF6/PIK3CA/MARCKSL1/RAC1/PLD1/WASF3/INPP5D/MYO10/AMPH/PTPRC/PRKCE/ASAP3/ASAP1/HCK/RAC2/PIP5K1A/PLD2/GSN/PIP5K1B/PRKCG/PIK3R1/VAV2/ARPC1B/PLCG2/INPPL1/ACTR3C/PRKCD/RAF1/DNM2/PIK3R3/ACTR2/PIK3CD/FCGR3A/FCGR3B/BIN1/MAPK1/LYN/SCIN/SYK/VAV1/ASAP2/CRKL/PRKCA/WASF1/PLCG1/VAV3/PAK1/PIK3CB/PIK3R2/LIMK2/SPHK2/RPS6KB2/WAS/CFL1/PLA2G4E/PLA2G4F/ARPC1A/AKT1/LAT/FCGR1A/PLA2G4C/AKT2/GAB2/VASP/ARPC2/FCGR2B/RPS6KB1/FCGR2A/WASF2/CDC42",80
"hsa04664","Fc epsilon RI signaling pathway","58/5851","68/8662",0.00071299384453813,0.00245910121891723,0.00130958053078432,"ALOX5/AKT3/CSF2/TNF/IL3/PLA2G4A/MAPK8/BTK/MAP2K1/PLA2G4D/PIK3CA/RAC1/NRAS/MAP2K3/INPP5D/HRAS/MAPK12/RAC2/MAP2K4/MAPK9/PIK3R1/MAP2K2/VAV2/PLCG2/SOS1/RAF1/PIK3R3/MAP2K6/PIK3CD/FCER1A/MAPK1/LYN/SYK/MAPK11/VAV1/PRKCA/PLCG1/VAV3/MAPK10/PIK3CB/SOS2/PIK3R2/LCP2/MAPK13/IL5/PLA2G4E/IL13/PLA2G4F/AKT1/LAT/MAPK14/FYN/PLA2G4C/AKT2/GAB2/KRAS/RAC3/MS4A2",58
"hsa04662","B cell receptor signaling pathway","70/5851","84/8662",0.000843146197547983,0.00287862035122443,0.00153299308645088,"BLK/PIK3AP1/LILRA6/LILRA2/LILRB2/LILRB5/LILRA1/LILRA4/AKT3/CD22/BTK/MAP2K1/PRKCB/PIK3CA/CARD11/RAC1/NRAS/JUN/INPP5D/NFATC2/HRAS/NFATC1/BANK1/LILRB4/LOC102725035/LILRB3/LILRB1/LILRA3/MALT1/NFATC3/RAC2/IKBKB/BLNK/PTPN6/GSK3B/PIK3R1/CHUK/MAP2K2/VAV2/PLCG2/INPPL1/RELA/SOS1/RAF1/RASGRP3/PIK3R3/PIK3CD/BCL10/CR2/NFKBIB/MAPK1/FOS/LYN/SYK/VAV1/LILRA5/CD19/VAV3/PPP3CB/PIK3CB/SOS2/PIK3R2/CD72/NFKB1/AKT1/CD79A/AKT2/KRAS/RAC3/FCGR2B",70
"hsa04064","NF-kappa B signaling pathway","85/5851","104/8662",0.000858401178855752,0.00288218809938438,0.00153489307067807,"LBP/EDA2R/GADD45G/CCL4/CSNK2A3/LTB/TNF/TNFSF14/VCAM1/BCL2A1/TICAM2/ICAM1/CYLD/BTK/CD40LG/CXCL2/NFKB2/IRAK1/CXCL1/CXCL3/TLR4/PRKCB/PARP1/CARD11/TICAM1/BIRC3/ATM/ZAP70/TAB1/TNFSF13B/EDA/TNFSF11/CSNK2A1/MALT1/CARD10/EDAR/CD40/PRKCQ/IKBKB/BLNK/XIAP/LY96/IL1R1/CD14/TRAF3/CHUK/PTGS2/PLCG2/MAP3K7/TNFAIP3/ERC1/RELB/UBE2I/IRAK4/CFLAR/TRAF6/RELA/CARD14/BIRC2/LCK/GADD45A/BCL10/LYN/BCL2L1/MAP3K14/SYK/TNFRSF13C/PLAU/CSNK2B/PLCG1/IL1B/TNFRSF11A/TAB3/EDARADD/RIPK1/CSNK2A2/LTBR/TRIM25/NFKB1/PIAS4/CXCL12/TAB2/LAT/TRAF5/TNFRSF1A",85
"hsa02010","ABC transporters","40/5851","45/8662",0.000861245556324919,0.00288218809938438,0.00153489307067807,"DEFB1/ABCD1/ABCA12/ABCD2/ABCB1/ABCB8/ABCB10/ABCC12/ABCC2/ABCA9/CFTR/ABCC9/ABCA4/ABCG1/ABCA3/ABCA7/ABCC1/ABCA13/ABCC4/ABCB11/TAP2/ABCA5/ABCB7/ABCA1/ABCB4/ABCA2/ABCD4/ABCC11/ABCC8/ABCA6/ABCA10/ABCG8/ABCC10/ABCC6/ABCC3/TAP1/ABCD3/ABCG4/ABCA8/ABCB9",40
"hsa04923","Regulation of lipolysis in adipocytes","50/5851","58/8662",0.000998245686029037,0.00327579652308558,0.00174450702412841,"IRS2/ADCY1/ABHD5/AKT3/GNAI1/IRS4/PLIN1/TSHB/ADRB1/ADRB2/PIK3CA/ADCY6/IRS1/NPR1/ADCY4/ADCY2/ADCY9/INSR/GNAI2/PDE3B/PRKACA/ADCY8/NPY1R/PRKACG/TSHR/ADCY7/GNAS/FABP4/ADRB3/PIK3R1/PTGS2/ADCY3/ADCY5/PIK3R3/PIK3CD/ADORA1/GNAI3/NPY/PRKG1/PIK3CB/PIK3R2/PTGS1/LIPE/AQP7/CGA/AKT1/PRKG2/AKT2/PRKACB/PTGER3",50
"hsa05213","Endometrial cancer","50/5851","58/8662",0.000998245686029037,0.00327579652308558,0.00174450702412841,"PTEN/GADD45G/AKT3/TCF7L1/CTNNA3/MAP2K1/ERBB2/CDH1/TCF7L2/EGF/PIK3CA/MYC/CTNNA2/EGFR/CCND1/NRAS/TP53/HRAS/ELK1/FOXO3/CTNNA1/APC2/BAD/GSK3B/PIK3R1/MAP2K2/TCF7/BRAF/POLK/APC/CTNNB1/SOS1/DDB2/RAF1/PIK3R3/AXIN2/GADD45A/PIK3CD/MAPK1/AXIN1/PIK3CB/SOS2/PIK3R2/LEF1/ILK/AKT1/BAX/AKT2/KRAS/MLH1",50
"hsa04060","Cytokine-cytokine receptor interaction","225/5851","297/8662",0.00104062963780257,0.00338204632285837,0.00180108975773522,"IL3RA/CSF2RA/OSM/LIF/BMP2/IFNL2/IFNL1/IFNA16/IFNA7/GDF2/IL17D/GDF10/EDA2R/BMP6/GDF3/CCL18/CCL3/CCL4/CCL15/IFNA10/CCL22/CXCR3/CNTF/GDF7/IL27RA/BMP5/CX3CL1/CSF2/CCR7/TNFRSF21/IL9/BMP15/LTB/TNFRSF6B/CCR4/TNF/IL27/IL3/TNFSF9/TNFSF14/IL2/TNFSF15/CCL27/INHBB/XCL2/XCL1/ACKR3/CTF1/INHBC/IL31/IFNB1/IFNW1/IFNA21/CD40LG/TNFRSF10D/EPO/CLCF1/GDF6/GDF1/CXCL2/CXCL9/CXCL10/CXCL13/IFNA14/IFNA5/IFNA2/IFNA8/IFNE/IFNK/CCR10/ACKR4/PF4V1/CXCL1/PF4/PPBP/CXCL5/CXCL3/IFNA6/IFNA13/TNFRSF25/CXCR6/CD27/IL12B/INHA/BMP8A/IL17F/IL25/IL17C/CCR1/CCR2/BMP10/NGF/EBI3/GDF15/CCL11/CCL8/CCL1/BMP3/CXCR5/IL17B/INHBE/CCR5/TNFSF18/LEP/IL22RA1/CCR8/IFNG/IL26/CXCR1/CXCR4/IL36A/XCR1/MSTN/IL1A/FASLG/IL9R/TNFRSF19/TNFSF13B/BMP4/EDA/GHR/TNFSF11/CCL16/IFNAR2/IL7R/TNFRSF11B/PRLR/TNFRSF1B/CSF2RB/TGFBR2/IL17RA/TNFRSF12A/LIFR/TNFRSF13B/EDAR/TNFSF4/IL12RB1/CD40/TGFB2/IL21/LEPR/GH1/PRL/ACVR1B/IL1R1/IL1RL1/IFNGR1/IL24/IL16/IL31RA/IL6ST/IL33/ACVR1C/ACVR1/GH2/CSH1/IL37/IL17RC/IL12A/IL18RAP/NGFR/IL36G/IL36B/IL1RAP/BMP8B/IL12RB2/IL23R/IL6R/CSF3R/CRLF2/BMP7/GDF5/IL10RB/IFNGR2/CCL23/TNFRSF13C/IL13RA2/CCL28/IL20RB/IL1B/TNFRSF11A/IL2RB/CSF1/TNFRSF10B/TNFRSF10A/IL11RA/TGFB1/FAS/IL2RA/IL17RE/IL5/ACVR2A/IFNA4/LTBR/IL13/CCL25/AMHR2/IL32/CCR6/IL5RA/TNFSF8/TNFSF13/IL17A/CXCL12/CCR3/TGFBR1/IL4R/MPL/CCL2/IL18R1/BMPR1B/CSH2/OSMR/IL1R2/BMPR2/TNFRSF1A/CX3CR1/IL10RA/IL22/IL19/ACVRL1/CXCR2/IL10/TNFRSF9/TNFRSF4",225
"hsa05142","Chagas disease","83/5851","102/8662",0.00128220196583554,0.00412746918526107,0.00219806051286093,"GNA14/CCL3/GNA15/ADCY1/AKT3/SERPINE1/TNF/GNAI1/IL2/BDKRB2/PPP2CB/IFNB1/MAPK8/IRAK1/TLR4/IL12B/PIK3CA/TLR9/FADD/TICAM1/IFNG/CASP8/FASLG/CD247/JUN/SMAD2/PLCB2/MAPK12/GNAI2/PPP2R2D/TGFBR2/PLCB4/MAP2K4/IKBKB/TGFB2/PLCB3/MAPK9/GNAS/PPP2R2B/TLR6/IFNGR1/PIK3R1/CHUK/C3/NOS2/IRAK4/PPP2R1A/CD3D/CFLAR/TRAF6/RELA/IL12A/PIK3R3/PIK3CD/GNAI3/MAPK1/FOS/GNAQ/IFNGR2/GNAL/MAPK11/PPP2R1B/IL1B/MAPK10/PIK3CB/PIK3R2/MAPK13/ACE/PLCB1/TGFB1/FAS/CALR/NFKB1/KNG1/TGFBR1/AKT1/MAPK14/CCL2/TLR2/AKT2/TNFRSF1A/C1QB/IL10",83
"hsa04530","Tight junction","133/5851","170/8662",0.00129764571682311,0.00413777596496427,0.00220354933045435,"CLDN17/CLDN8/RUNX1/ARHGAP17/TUBAL3/CLDN23/IGSF5/CLDN9/CLDN6/CLDN5/TUBA3E/SCRIB/MPDZ/CLDN20/ROCK1/PPP2CB/CLDN22/WHAMM/CLDN3/CLDN34/MAPK8/CLDN1/CLDN16/MSN/TUBA3D/ERBB2/CLDN4/CGNL1/PRKAB1/MAP3K1/CD1A/MAP3K5/MYH10/CFTR/RAC1/CCND1/MYH14/CLDN25/PRKAB2/CD1D/JUN/CTTN/ACTN4/MICALL2/TJP1/MYH11/TJP3/MYL9/TIAM1/PARD6G/PPP2R2D/PRKACA/PRKCE/TUBA3C/MYH9/PRKACG/CRB3/CLDN2/AMOT/NF2/ACTN1/NEDD4/MAPK9/PARD3/PPP2R2B/MARVELD3/HSPA4/AMOTL2/ARHGEF18/ITGB1/CD1C/ARPC1B/RAPGEF2/HCLS1/TUBA4A/ACTR3C/MAGI1/DLG1/PPP2R1A/CACNA1D/DLG2/PRKCZ/PRKCI/ACTR2/CGN/PRKAG3/ROCK2/CLDN7/SRC/RAB8B/MYL12B/PCNA/BVES/TUBA8/CLDN10/ACTG1/NEDD4L/PARD6B/MARVELD2/PPP2R1B/TJP2/SYMPK/SYNPO/MAPK10/ACTB/CLDN15/CDK4/TUBA1B/WAS/LLGL2/DLG3/RAB13/RHOA/CD1B/CD1E/PARD6A/ARPC1A/TUBA1A/MPP4/TJAP1/MYL6B/PRKAG2/VASP/CLDN18/PRKAA2/STK11/ARPC2/CLDN11/ARHGEF2/LLGL1/CDC42/PRKACB/F11R",133
"hsa04660","T cell receptor signaling pathway","97/5851","121/8662",0.00136939802424649,0.00432576198313376,0.00230366022770437,"AKT3/CSF2/TNF/IL2/PPP2CB/MAPK8/CD40LG/MAP2K1/RASGRP1/PIK3CA/CARD11/NRAS/IFNG/CD247/JUN/PPP2R3B/ZAP70/PPP2R5E/NFATC2/HRAS/NFATC1/MAPK12/PPP2R2D/PTPRC/MAP3K8/MALT1/NCK1/NCK2/PPP2R5D/PPP2R5B/NFATC3/PRKCQ/IKBKB/MAPK9/PTPN6/PPP2R2B/PAK2/GSK3B/PAK3/PIK3R1/CHUK/MAP2K2/VAV2/MAP3K7/DLG1/PPP2R1A/CD3D/RELA/SOS1/RAF1/PPP2R3A/PIK3R3/CD28/LCK/CD8B/PIK3CD/BCL10/NFKBIB/MAPK1/FOS/MAP3K14/MAPK11/VAV1/PDCD1/CBLB/PPP2R1B/PLCG1/GRAP2/VAV3/PPP3CB/ICOS/MAPK10/PAK1/PIK3CB/SOS2/PIK3R2/LCP2/MAPK13/CDK4/PPP2R5A/IL5/BUB1B-PAK6/PAK6/NFKB1/PPP2R5C/TEC/RHOA/ITK/AKT1/LAT/MAPK14/FYN/AKT2/KRAS/CTLA4/IL10/CDC42",97
"hsa05017","Spinocerebellar ataxia","113/5851","143/8662",0.00154078466525457,0.00482208534125967,0.00256797444209095,"GRIN3A/ATG2B/GRIN3B/AKT3/PSMB1/GRIA3/ATG14/PSMD14/MYOD1/MAPK8/SLC25A5/RELN/KAT5/ATXN1/GRIN2D/PRKCB/TBPL2/MAP3K5/PIK3CA/SLC25A31/RYR1/GRIA2/ITPR3/ATG2A/SLC25A6/PDYN/PLCB2/RBPJL/ATP2A3/PSMD3/PIK3C3/TBPL1/PLCB4/TRPC3/GTF2B/ITPR2/ATXN3L/PSMD2/MCU/PSMA2/PSMC2/PSMA1/PLCB3/PIK3R4/MAPK9/PSMD4/ERN1/CACNA1A/RBPJ/GRIN2A/SP1/ATXN2L/PSMC3/PRKCG/PIK3R1/ULK1/KCNC3/SPTBN2/DAB1/GRIN2B/AMBRA1/ITPR1/GRM1/VDAC1/GRIA1/PSMC5/PIK3R3/PIK3CD/MTOR/PSMC4/PSMC6/NOP56/GNAQ/PSMA8/PSMB5/RORA/FGF14/CYCS/RB1CC1/BECN1/PRKCA/OMA1/WIPI1/ULK2/ATP2A1/MAPK10/PIK3CB/VLDLR/PIK3R2/ATXN10/XBP1/PLCB1/ATXN2/PSMB6/NFYA/PSMB7/ATXN3/TBP/OPA1/PSMA6/PSMD1/CIC/SLC1A6/AKT1/ATP2A2/WIPI2/AKT2/GRIN2C/ATG13/PSMD11/PSMB4/KCND3/PUM1",113
"hsa04261","Adrenergic signaling in cardiomyocytes","121/5851","154/8662",0.0015828333196087,0.00488387062631463,0.00260087784833323,"ADRA1D/ADRA1A/RPS6KA5/CREB5/ADCY1/CACNG2/AKT3/PLN/CALML5/CALML3/CACNG4/CACNG1/ATF6B/GNAI1/AGTR2/PIK3R6/PPP2CB/ADRB1/ADRB2/CACNB2/CACNG3/CACNA2D2/MYH6/MYH7/CACNB3/ADCY6/PIK3CG/CACNA1S/CACNA2D1/CAMK2B/ATP2B1/ATP2B2/AGT/SLC8A1/RYR2/CACNA2D4/CACNA1C/PPP2R3B/ADCY4/PPP2R5E/KCNQ1/PLCB2/ADCY2/ADCY9/MAPK12/ATP2A3/GNAI2/PPP2R2D/PRKACA/SLC9A1/CACNA1F/ADCY8/RAPGEF3/CACNG5/PLCB4/PRKACG/ATP1B2/PPP2R5D/PPP2R5B/ATP1A2/CREB3L1/ATP1A4/PLCB3/ADCY7/ATP1A1/GNAS/PPP2R2B/CALM1/AGTR1/CACNG8/CACNG6/SLC8A3/PIK3R5/ACTC1/SLC8A2/ADCY3/CREB3L2/ATP1A3/PPP2R1A/FXYD2/ADCY5/SCN7A/CACNA1D/PPP2R3A/SCN5A/GNAI3/MAPK1/GNAQ/MAPK11/PPP1R1A/BVES/PPP2R1B/PRKCA/ATF4/ATP2A1/ATP1B4/ATP1B3/ADRA1B/MAPK13/PPP2R5A/PLCB1/ATP2B3/KCNK2/CACNG7/PPP2R5C/CAMK2G/CREB3L3/CAMK2A/AKT1/MAPK14/ATP2A2/CAMK2D/AKT2/CACNB1/CREB1/ATP1B1/CACNA2D3/CACNB4/ATP2B4/PRKACB/TNNT2",121
"hsa05215","Prostate cancer","79/5851","97/8662",0.0015894253517592,0.00488387062631463,0.00260087784833323,"PTEN/NKX3-1/CREBBP/MMP9/CREB5/E2F1/SRD5A2/E2F2/AKT3/TCF7L1/CCNE1/EP300/MAP2K1/ERBB2/TCF7L2/INSRR/EGF/PIK3CA/EGFR/MDM2/CCND1/NRAS/TP53/RB1/HRAS/ERG/IGF1R/PDGFRA/PDGFD/ZEB1/CREB3L1/IKBKB/SPINT1/BAD/GSK3B/HSP90AA1/AR/PIK3R1/CHUK/MAP2K2/MMP3/PDGFA/TCF7/BRAF/CREB3L2/PDGFC/CTNNB1/RELA/SOS1/RAF1/PIK3R3/PIK3CD/MTOR/FOXO1/MAPK1/TMPRSS2/PLAU/ATF4/PDGFRB/PIK3CB/SOS2/PLAT/ETV5/PIK3R2/CCNE2/LEF1/NFKB1/FGFR1/HSP90B1/FGFR2/CREB3L3/AKT1/KLK3/CDKN1B/HSP90AB1/AKT2/IL1R2/KRAS/CREB1",79
